Date,Article Title,Operative,City/Town,State/Provence,Country,Reference,NumberPeopleAffected,OutageDurationMinutes
6/20/2018,Power restored in Lawrence County after snake damages breaker,Snake,Walnut Ridge,AK,United States,http://www.kait8.com/story/38472881/power-restored-in-lawrence-county-after-snake-damages-breaker,3200,
6/19/2018,Squirrel Causes Hour of Power Outage in Downtown Madison,Squirrel,Madison,IN,United States,https://wkmnews.com/squirrel-causes-hour-of-power-outage-in-downtown-madison/,,
6/18/2018,"Bird causes almost 1,500 to lose power in Chico",Bird,Chico,CA,United States,http://krcrtv.com/news/butte-county/bird-causes-almost-1500-to-lose-power-in-chico,1500,21
6/17/2018,Two squirrels were the cause of an outage this morning in Richardson County. All power is restored. May they Rest In Peace,Squirrel,Falls City,NB,United States,https://twitter.com/OPPDCares/status/1008371641963962368,,
6/17/2018,"Power restored to 6,500 customers in Keswick, East Gwillimbury, Bradford",Bird,Keswick,BC,Canada,https://www.yorkregion.com/news-story/8669381-update-power-restored-to-6-500-customers-in-keswick-east-gwillimbury-bradford/,6500,60
6/15/2018,All have been restored.  Outage caused by raccoon that got into the substation,Raccoon,Evensville,IN,United States,https://twitter.com/VectrenStorm/status/1007479490405195777,1207,
6/14/2018,"Squirrel blamed for power outage that affected Hermitage, Sharon",Squirrel,Hermitage,PN,United States,http://www.sharonherald.com/news/squirrel-blamed-for-power-outage-that-affected-hermitage-sharon/article_c66cbe55-33be-53cf-b2bf-bdb34b0634f8.html,2039,
6/14/2018,"CONNECTICUT SQUIRREL CAUSES POWER OUTAGE TO 1,300 CUSTOMERS",Squirrel,Fairfield,CT,United States,http://kicks1055.com/squirrel-causes-power-outage-to-1300-customers/,1300,60
6/14/2018,Rat blamed for causing extended power outage,Rat,Kapilina Beach,HI,United States,http://www.staradvertiser.com/2018/06/14/breaking-news/rat-blamed-for-causing-extended-power-outage/,,
6/13/2018,"The cause was, unfortunately, a small animal in the substation",Animal,,TX,United States,https://twitter.com/CoServ_Energy/status/1006900200307191809,,
6/13/2018,Raccoon causes power outage in Lampasas,Raccoon,Lampasas,TX,United States,http://www.kxxv.com/story/38416267/raccoon-causes-power-outage-in-lampasas,,75
6/12/2018,"Power restored in western Lynchburg, Forest after bird incident",Bird,Lynchburg,VA,United States,http://www.newsadvance.com/news/local/bird-knocks-out-power-to-in-western-lynchburg-forest/article_5b6c9c4e-6e54-11e8-aebf-6fe60dbdba1e.html,2400,60
6/12/2018,Amherst power outage caused by squirrel,Squirrel,Amherst,MA,United States,http://www.wwlp.com/news/local-news/hampshire-county/more-than-2-000-without-power-in-amherst-pelham/1233938725,2000,40
6/12/2018,Thousands without power in Forest due to a bird,Bird,Forest,VA,United States,http://wset.com/news/local/thousands-without-power-in-forest-due-to-a-bird,2000,
6/11/2018,Animal contact at a local substation disrupted the power feed to several circuits Sunday. Power was restored in about 45 minutes. 2/2,Animal,Augusta,ME,United States,https://twitter.com/cmpco/status/1006186285822894080,,
6/11/2018,All power in #Kissimmee was restored at 8:54 a.m. Outage cause: squirrel. The squirrel did not survive.,Squirrel,Kissimmee,FL,United States,https://twitter.com/KUAdirect/status/1005799342958153728,,
6/11/2018,Curious raccoon sparks grass fire in Weber County,Raccoon,Riverdale,UT,United States,http://fox13now.com/2018/06/11/curious-raccoon-sparks-grass-fire-in-weber-county/,,
6/10/2018,Bird causes power outage in New Taipei City ,Bird,New Taipei City ,,Taiwan,https://www.taiwannews.com.tw/en/news/3453385,26000,33
6/8/2018,Power restored to Janesville's northeast side,Squirrel,Janesville,WI,United States,http://www.gazettextra.com/no_meter/update-power-restored-to-janesville-s-northeast-side/article_059df6d4-8d48-5d27-90fb-5d552ca9a648.html,1644,60
6/7/2018,The power was restored at 7:48 AM today and was caused by a squirrel,Squirrel,Moorhead,MN,United States,https://twitter.com/mpsutility/status/1004725124162048001,,
6/6/2018,Squirrel knocks out power in Whitefish,Squirrel,Whitefish,MT,United States,http://www.kpax.com/story/38341507/squirrel-knocks-out-power-in-whitefish,,
6/6/2018,GEPB power outage due to bird that tripped circuit breaker,Bird,Glasgow,KY,United States,http://www.glasgowdailytimes.com/news/gepb-power-outage-due-to-bird-that-tripped-circuit-breaker/article_7819a5de-69a5-11e8-bdad-138efe6581d0.html,563,33
6/6/2018,171 customers affected by an outage on Shuswap Road across the river from Dallas,Bird,Dallas,TX,United States,https://cfjctoday.com/article/623665/power-outages-hit-aberdeen-and-shuswap-road,171,90
6/5/2018,The outage in Meadowcreek Subdivision has been restored. The cause was animal contact.,Animal,Bryan,TX,United States,https://twitter.com/BTU_BryanTX/status/1004156512992940033,,
5/28/2018,Hundreds of homes left without power after 'bird hits cable,Bird,Abergele,,England,https://www.dailypost.co.uk/news/hundreds-homes-left-without-power-14715075,200,
5/28/2018,Snake causes over 4000 in Knoxville to lose power,Snake,Knoxville,TN,United States,http://www.wate.com/news/local-news/snake-causes-over-4000-in-knoxville-to-lose-power/1204292565,,
5/26/2018,All Capital region elec customers have been restored from earlier this morning. A squirrel was the cause of the outage,Squirrel,Lexington,MA,United States,,,
5/25/2018,One Squirrel Takes Out Power in Downtown Akron This Morning,Squirrel,Akron,OH,United States,https://www.clevescene.com/scene-and-heard/archives/2018/05/25/one-squirrel-takes-out-power-in-downtown-akron-this-morning,350,30
5/24/2018,"Area outage in Reading on Hillside RD, Longfellow Rd, Weston Rd, Parkview Squirrel got into the transformer we are on scene ETR: 30 min",Squirrel,,,United States,https://twitter.com/readinglight/status/999604881467035653,,
5/24/2018,Raccoon causes brief overnight power outage in Billings,Raccoon,Billings,MT,United States,http://billingsgazette.com/news/local/raccoon-causes-brief-overnight-power-outage-in-billings/article_251ce397-8acc-5650-a1dd-7574499bab29.html,4700,60
5/23/2018,Power has been restored in Williamson County. A squirrel was the cause of the outage this morning,Squirrel,Williamson,TN,United States,https://twitter.com/MidTnElectric/status/999281365051994112,,
5/23/2018,Squirrel knocks out power during Lexington rush hour,Squirrel,Lexington,KY,United States,http://www.wkyt.com/content/news/Large-power-outage--483435591.html,3000,60
5/23/2018,Snake causes power outage in Huntersville,Snake,Huntersville,NC,United States,https://www.wcnc.com/article/news/snake-causes-power-outage-in-huntersville/275-557572382,1900,540
5/23/2018,"Bird's nest fire, down power line caused electrical fires at Cape Girardeau businesses",Bird,Cape Girardeau,MO,United States,http://www.kfvs12.com/story/38259334/birds-nest-fire-down-power-line-caused-electrical-fires-at-cape-girardeau-businesses,600,
5/22/2018,Raccoon causes power outage at Troy City Hall,Raccoon,Troy,NY,United States,http://www.news10.com/news/local-news/raccoon-causes-power-outage-at-troy-city-hall/1192242401,,
5/19/2018,"Squirrel caused power outage to more than 5,000 customers in NE ABQ, PNM says",Squirrel,Albuquerque,NM,United States,http://www.koat.com/article/squirrel-caused-power-outage-to-more-than-5-000-customers-in-ne-abq-pnm-says/20758587,5000,1200
5/18/2018,We are still on site making repairs to damaged caused by an animal coming in contact with electrical equipment,Animal,,MA,United States,https://twitter.com/EversourceMA/status/999052670450196480,,
5/18/2018,Squirrel interference leaves thousands without power in west Columbus,Squirrel,Columbus,OH,United States,https://www.10tv.com/article/squirrel-interference-leaves-thousands-without-power-west-columbus,3348,
5/18/2018,Raccoon causes power outage in Boardman,Raccoon,Boardman,OH,United States,http://www.wkbn.com/news/local-news/power-outage-in-boardman/1186723597,1893,120
5/17/2018,Squirrel is apparent cause for power outage at Byron High School,Squirrel,Byron,NE,United States,http://www.communitynewscorp.com/main.asp?SectionID=1&SubSectionID=94&ArticleID=13196,,
5/17/2018,"Power outage caused by squirrel affects more than 5,800 customers in Berkeley",Squirrel,Berkeley,CA,United States,http://www.dailycal.org/2018/05/16/power-outage-affects-5800-customers-berkeley/,5800,180
5/17/2018,"Squirrel cuts power to over 3,500 people in Penobscot County",Squirrel,Portland,ME,United States,http://wgme.com/news/local/squirrel-cuts-power-to-over-3500-people-in-penobscot-county,3500,240
5/16/2018,snake caused a power outage Wednesday morning at Clemson University,Snake,Clemson,SC,United States,http://www.wyff4.com/article/snake-slithers-onto-substation-power-lines-knocks-out-power-at-clemson/20718162,5000,
5/15/2018, Mischievous Squirrel Caused a Huge Power Outage at a Florida Theme Park,Squirrel,Tampa,FL,United States,http://www.travelandleisure.com/travel-news/squirrel-causes-massive-power-outage-busch-gardens-tampa-bay,,
5/15/2018,A foraging Cuban tree frog in search of its next meal came in contact with high voltage electrical equipment,Frog,Kissimmee,FL,United States,https://twitter.com/KUAdirect/status/994923286223114241,,
5/15/2018,Power outages Sunday night were caused by a squirrel.,Squirrel,BLACKSBURG,NC,United States,https://www.goblueridge.net/news/38717-power-issues-sunday-night-caused-by-squirrel,3000,
5/14/2018,Squirrel causes Petoskey power outage,Squirrel,Petoskey,MI,United States,https://www.petoskeynews.com/blue/updated-squirrel-causes-petoskey-power-outage/article_9bc106ee-5776-11e8-b226-935fcd096e58.html,3000,60
5/10/2018,We show a squirrel chewed the line on Saturday causing the outage.,Squirrel,Atlanta,GA,United States,https://twitter.com/GeorgiaPower/status/993453746045767680,,
5/9/2018,"For second time in two weeks, Saugus power plant knocked offline by a raccoon",Raccoon,Saugus,MA,United States,https://www.universalhub.com/2018/second-time-two-weeks-saugus-power-plant-knocked,,
5/9/2018,Possum Causes Power Outage In Nashville,Possum,Nashville,TN,United States,https://www.newschannel5.com/news/possum-causes-power-outage-in-nashville,3000,
5/7/2018,All ~7 customers have been restored as of 10:22 am. The outage was caused by a squirrel.,Squirrel,Kingston,NH,United States,https://twitter.com/Unitil/status/993489142146355200,7,
5/4/2018,"Bird flies in gasoline truck, causing driver to strike power poles",Bird,Bourne,MA,United States,http://www.kalb.com/content/news/Bird-flies-in-gasoline-truck-causing-driver-to-strike-power-poles-481665571.html,,
5/2/2018,Hawk on power lines caused large Bend outage,Bird,Bend,OR,United States,http://www.ktvz.com/news/hawk-on-power-lines-caused-large-bend-outage/737104320,11000,
4/30/2018,animal made contact with the equipment,Animal,Louisville,KY,United States,https://twitter.com/AEPOhio/status/990977830627495936,,
4/30/2018,North Reserve power outage blamed on animal interference,Animal,Missoula,MT,United States,http://www.kpax.com/story/38079326/north-reserve-power-outage-blamed-on-animal-interference,4000,
4/22/2018,nimal made contact at the Devon Street Transformer Station ,Animal,Stratford,,Canada,https://www.mystratfordnow.com/50774/stratford-left-in-the-dark-during-massive-power-outage/,8000,
4/20/2018,Snake gets into transformer,Snake,Homossa,FL,United States,http://www.chronicleonline.com/news/local/snake-gets-into-transformer-knocks-out-power-to-about/article_8442187c-44b7-11e8-8102-336e4506e01c.html,110,
4/18/2018,Utility blames power outage on squirrel nibbling wires,Squirrel,FAIRFIELD,CT,United States,http://connecticut.news12.com/story/37983481/uimore-than-1000without-power-in-fairfield,1100,
4/15/2018,Bird caused sky to light up,Bird,Kelowna,BC,Canada,https://www.castanet.net/news/Kelowna/223749/Bird-caused-blue-lights,,
4/14/2018,Woodpecker holes topple PG&E power pole,Bird,Auburn,CA,United States,http://www.auburnjournal.com/article/4/14/18/woodpecker-holes-topple-pge-power-pole,,
4/12/2018,"Raccoon knocks out power to 43,000 Knoxville Utilities Board customers",Raccoon,Knoxville,TN,United States,https://www.knoxnews.com/story/news/local/2018/04/12/raccoon-knocks-out-power-43-000-knoxville-utilities-board-customers/511775002/,44000,120
4/11/2018,Squirrel chews power line,Squirrel,Kelowna,BC,Canada,https://www.castanet.net/news/Kelowna/223486/Squirrel-chews-power-line,5000,180
4/10/2018,Power restored after squirrel causes New Haven outage,Squirrel,New Haven,IN,United States,http://www.wane.com/news/local-news/3400-without-power-in-new-haven/1115647657,3400,
4/9/2018,"Bird knocks out power to 11,000 in Callaway, Springfield",Bird,Callaway,FL,United States,http://www.newsherald.com/news/20180409/bird-knocks-out-power-to-11000-in-callaway-springfield,4000,
4/6/2018,Squirrel in substation sparks Vernon power outage,Squirrel,Vernon,NJ,United States,https://parkbench.com/news/squirrel-in-substation-sparks-vernon-power-outage,1170,40
4/1/2018,Squirrel knocks out power to Bracebridge residents,Squirrel,Bracebridge,,Canada,https://www.muskokaregion.com/news-story/8366463-squirrel-knocks-out-power-to-bracebridge-residents-april-1/,,
3/26/2018,Squirrel causes fire that destroys home,Squirrel,Morganton,NC,United States,http://www.morganton.com/news/squirrel-causes-fire-that-destroys-home/article_4827faca-3132-11e8-afed-1f52b4d8382f.html,1,
3/24/2018,Wayward squirrel creates morning Hamilton electric outage,Squirrel,Hamilton,OH,United States,https://twitter.com/journalnews/status/977387076055392256,,
3/21/2018,Shepherds 532 On Scene With A Working Squirrel Fire,Squirrel,Mooresville,NC,United States,https://twitter.com/IredellFirewire/status/976075109214687232,,
3/21/2018,Animal blamed for power outage in Washington County,unknown,Hartford,CT,United States,http://www.oleantimesherald.com/news/state/national-grid-animal-blamed-for-power-outage-in-washington-county/article_70ddca9c-5bf3-5a52-a64b-7fd29e2a6822.html,3000,300
3/15/2018,"The outage affecting 7,345 members earlier was caused by a raccoon",Raccoon,Warren,KY,United States,https://twitter.com/WarrenRECC/status/974136119699886080,7345,
3/14/2018,Don't blame the squirrel.  A botcat was the culprit this time,Bobcat,PULASKI,TN,United States,http://www.wsmv.com/story/37718922/pulaski-linemen-discover-bobcat-caused-power-outage#.WqjrIKqPdPA.twitter,,
3/14/2018,Power outage in Knott Co. caused by beaver,Beaver,PIPPA PASSES,KY,United States,http://www.wkyt.com/content/news/Power-outage-in-Knott-Co-caused-by-beaver-476996963.html?ref=963,1100,
3/12/2018,It was a wayward squirrel that wandered into a sub-station South of the city that knocked out power,Squirrel,Grand Haven,MI,United States,https://twitter.com/WGHNFM/status/974377368197398529,3500,18
3/7/2018,10-feet-long snake enters power house in Bijnor,Snake,Bijnor,,India,https://www.nyoooz.com/news/meerut/1050732/10feetlong-snake-enters-power-house-in-bijnor-forest-dept-continues-search-for-hours-without-any-success-power-disrupted/,,
3/4/2018,"Unfortunately, a squirrel caused the outage at one of the substations ",Squirrel,Shelbyville,KY,United States,https://www.facebook.com/shelbyenergycooperative/posts/10156238593178537,800,
3/1/2018,"power outage, cars collide at darkened Chesterton intersection",Unknown,Chesterton,IN,United States,http://www.nwitimes.com/news/local/porter/update-animal-causes-brief-power-outage-cars-collide-at-darkened/article_bf9beb0c-0511-56ed-85c3-1439440e8262.html,1100,
